name,price,piece_count,url,price_per_piece,age_range
The Sword Outpost,35.99,427,https://www.lego.com/en-us/product/the-sword-outpost-21244,0.084,8+
Monster Jam™ Dragon™,15.99,217,https://www.lego.com/en-us/product/monster-jam-dragon-42149,0.074,7+
The Panda Haven,39.99,553,https://www.lego.com/en-us/product/the-panda-haven-21245,0.072,8+
Monster Jam™ Monster Mutt™ Dalmatian,15.99,244,https://www.lego.com/en-us/product/monster-jam-monster-mutt-dalmatian-42150,0.066,7+
The End Arena,19.99,252,https://www.lego.com/en-us/product/the-end-arena-21242,0.079,8+
Dog Rescue Bike,7.99,125,https://www.lego.com/en-us/product/dog-rescue-bike-41738,0.064,6+
Dump Truck,10.39,177,https://www.lego.com/en-us/product/dump-truck-42147,0.059,7+
Mobile Tiny House,51.99,785,https://www.lego.com/en-us/product/mobile-tiny-house-41735,0.066,7+
The Deep Dark Battle,64.99,584,https://www.lego.com/en-us/product/the-deep-dark-battle-21246,0.111,8+
The Bee Cottage,19.99,254,https://www.lego.com/en-us/product/the-bee-cottage-21241,0.079,8+
The Frozen Peaks,34.99,304,https://www.lego.com/en-us/product/the-frozen-peaks-21243,0.115,8+
The Swamp Adventure,7.99,65,https://www.lego.com/en-us/product/the-swamp-adventure-21240,0.123,7+
Snow Groomer,10.39,178,https://www.lego.com/en-us/product/snow-groomer-42148,0.058,7+
Gaming Tournament Truck,31.99,344,https://www.lego.com/en-us/product/gaming-tournament-truck-60388,0.093,7+
Recycling Truck,23.99,261,https://www.lego.com/en-us/product/recycling-truck-60386,0.092,5+
Yellow Tusk Elephant,63.99,844,https://www.lego.com/en-us/product/yellow-tusk-elephant-80043,0.076,8+
Construction Site,38.99,61,https://www.lego.com/en-us/product/construction-site-10990,0.639,2+
Nova's Room,11.99,179,https://www.lego.com/en-us/product/novas-room-41755,0.067,6+
Police Bike Car Chase,7.99,59,https://www.lego.com/en-us/product/police-bike-car-chase-60392,0.135,5+
Twirling Rapunzel,7.99,89,https://www.lego.com/en-us/product/twirling-rapunzel-43214,0.09,5+
Lightning McQueen & Mater's Car Wash Fun,29.99,29,https://www.lego.com/en-us/product/lightning-mcqueen--maters-car-wash-fun-10996,1.034,2+
Moana's Wayfinding Boat,27.99,321,https://www.lego.com/en-us/product/moanas-wayfinding-boat-43210,0.087,6+
Piñata,7.99,206,https://www.lego.com/en-us/product/pinata-40644,0.039,8+
Team Spidey's Mobile Headquarters,49.99,187,https://www.lego.com/en-us/product/team-spideys-mobile-headquarters-10791,0.267,4+
Australia Postcard,11.99,191,https://www.lego.com/en-us/product/australia-postcard-40651,0.063,7+
Boba Fett's Starship™ Microfighter,7.99,85,https://www.lego.com/en-us/product/tdb-lsw-2023-1-75344,0.094,6+
Fruit and Vegetable Tractor,15.99,19,https://www.lego.com/en-us/product/fruit-and-vegetable-tractor-10982,0.842,1½+
Creative Pastel Fun,15.99,333,https://www.lego.com/en-us/product/creative-pastel-fun-11028,0.048,5+
Creative Neon Fun,15.99,333,https://www.lego.com/en-us/product/creative-neon-fun-11027,0.048,5+
NASCAR® Next Gen Chevrolet Camaro ZL1,39.99,672,https://www.lego.com/en-us/product/nascar-next-gen-chevrolet-camaro-zl1-42153,0.06,9+
Pagani Utopia,19.99,249,https://www.lego.com/en-us/product/pagani-utopia-76915,0.08,9+
THE BATMAN – BATCYCLE™,39.99,641,https://www.lego.com/en-us/product/the-batman--batcycle-42155,0.062,9+
Porsche 963,17.49,280,https://www.lego.com/en-us/product/porsche-963-76916,0.062,9+
Baby Rocket's Ship,24.49,330,https://www.lego.com/en-us/product/tbd-lsh-batch-b2-2023-76254,0.074,8+
Triceratops Research,39.99,281,https://www.lego.com/en-us/product/triceratops-research-76959,0.142,8+
Velociraptor Escape,31.99,137,https://www.lego.com/en-us/product/velociraptor-escape-76957,0.234,4+
Dilophosaurus Ambush,19.99,211,https://www.lego.com/en-us/product/dilophosaurus-ambush-76958,0.095,6+
Brachiosaurus Discovery,63.99,512,https://www.lego.com/en-us/product/brachiosaurus-discovery-76960,0.125,9+
Dry Bowser Castle Battle Expansion Set,87.99,1321,https://www.lego.com/en-us/product/tbd-leaf-11-2023-71423,0.067,8+
Fighter Plane Chase,34.99,387,https://www.lego.com/en-us/product/fighter-plane-chase-77012,0.09,8+
Sonic's Green Hill Zone Loop Challenge,59.99,802,https://www.lego.com/en-us/product/sonics-green-hill-zone-loop-challenge-76994,0.075,8+
Tails' Workshop and Tornado Plane,31.99,376,https://www.lego.com/en-us/product/tails-workshop-and-tornado-plane-76991,0.085,6+
Sonic's Speed Sphere Challenge,27.99,292,https://www.lego.com/en-us/product/sonics-speed-sphere-challenge-76990,0.096,6+
Dixie Kong's Jungle Jam Expansion Set,18.89,174,https://www.lego.com/en-us/product/dixie-kong-s-jungle-jam-expansion-set-71421,0.109,7+
Kitty Fairy's Garden Party,27.99,130,https://www.lego.com/en-us/product/kitty-fairys-garden-party-10787,0.215,4+
Bakey with Cakey Fun,8.79,58,https://www.lego.com/en-us/product/bakey-with-cakey-fun-10785,0.152,4+
Dream Playground,39.99,75,https://www.lego.com/en-us/product/dream-playground-10991,0.533,2+
Mrs. Castillo's Turtle Van,33.59,434,https://www.lego.com/en-us/product/tbd-balloon-titan-71456,0.077,7+
Birthday Cake,11.99,211,https://www.lego.com/en-us/product/birthday-cake-40641,0.057,7+
Anna and Elsa's Magical Carousel,15.99,175,https://www.lego.com/en-us/product/anna-and-elsas-magical-carousel-43218,0.091,6+
The Mighty Azure Lion,55.99,789,https://www.lego.com/en-us/product/the-mighty-azure-lion-80048,0.071,9+
Mei's Guardian Dragon,59.99,605,https://www.lego.com/en-us/product/meis-guardian-dragon-80047,0.099,9+
Lloyd and Arin's Ninja Team Mechs,55.99,764,https://www.lego.com/en-us/product/lloyd-and-arins-ninja-team-mechs-71794,0.073,9+
Elemental Dragon vs. The Empress Mech,103.99,1038,https://www.lego.com/en-us/product/elemental-dragon-vs-the-empress-mech-71796,0.1,9+
Zane’s Dragon Power Spinjitzu Race Car,27.99,307,https://www.lego.com/en-us/product/zanes-dragon-power-spinjitzu-race-car-71791,0.091,7+
Heatwave Transforming Lava Dragon,43.99,479,https://www.lego.com/en-us/product/heatwave-transforming-lava-dragon-71793,0.092,8+
Imperium Dragon Hunter Hound,15.99,198,https://www.lego.com/en-us/product/imperium-dragon-hunter-hound-71790,0.081,6+
Darth Vader™ Mech,12.79,139,https://www.lego.com/en-us/product/tdb-lsw-2023-25-75368,0.092,6+
Stormtrooper™ Mech,12.79,138,https://www.lego.com/en-us/product/tdb-lsw-2023-27-75370,0.093,6+
Sea Rescue Plane,15.99,203,https://www.lego.com/en-us/product/sea-rescue-plane-41752,0.079,6+
Arctic Explorer Snowmobile,8.79,70,https://www.lego.com/en-us/product/arctic-explorer-snowmobile-60376,0.126,5+
Horse Training,17.99,134,https://www.lego.com/en-us/product/horse-training-41746,0.134,4+
Venomized Groot,34.99,630,https://www.lego.com/en-us/product/tbd-lsh-9-2023-76249,0.056,10+
Batmobile™: Batman™ vs. The Joker™ Chase,38.39,438,https://www.lego.com/en-us/product/tbd-lsh-20-2022-76224,0.088,8+
Iron Man Hulkbuster vs. Thanos,18.89,66,https://www.lego.com/en-us/product/tbd-lsh-20-2023-76263,0.286,4+
Batwing: Batman™ vs. The Joker™,30.39,357,https://www.lego.com/en-us/product/tbd-lsh-22-2023-76265,0.085,8+
Endgame Final Battle,59.99,794,https://www.lego.com/en-us/product/tbd-lsh-23-2023-76266,0.076,10+
Icons of Play,59.99,899,https://www.lego.com/en-us/product/icons-of-play-40634,0.067,10+
332nd Ahsoka's Clone Trooper™ Battle Pack,15.99,108,https://www.lego.com/en-us/product/tdb-lsw-2023-16-75359,0.148,6+
Yoda's Jedi Starfighter™,27.99,253,https://www.lego.com/en-us/product/yoda-s-jedi-starfighter-75360,0.111,8+
The Crafting Box 4.0,55.99,605,https://www.lego.com/en-us/product/the-crafting-box-40-21249,0.093,8+
The Axolotl House,21.59,242,https://www.lego.com/en-us/product/the-axolotl-house-21247,0.089,7+
The Iron Golem Fortress,87.99,868,https://www.lego.com/en-us/product/the-iron-golem-fortress-21250,0.101,9+
Batman™ Construction Figure,23.09,275,https://www.lego.com/en-us/product/tbd-lsh-16-2023-76259,0.084,8+
Black Widow & Captain America Motorcycles,12.79,130,https://www.lego.com/en-us/product/tbd-lsh-17-2023-76260,0.098,6+
Captain America Construction Figure,32.99,310,https://www.lego.com/en-us/product/tbd-lsh-15-2023-76258,0.106,8+
Sonic vs. Dr. Eggman's Death Egg Robot,47.99,615,https://www.lego.com/en-us/product/sonic-vs-dr-eggmans-death-egg-robot-76993,0.078,8+
Creative Color Fun,51.99,1500,https://www.lego.com/en-us/product/creative-color-fun-11032,0.035,5+
The Hoopty,53.99,420,https://www.lego.com/en-us/product/the-hoopty-76232,0.129,8+
Halloween Cat & Mouse,12.99,328,https://www.lego.com/en-us/product/halloween-cat--mouse-40570,0.04,9+
Asha in the City of Rosas,11.99,154,https://www.lego.com/en-us/product/tbd-disney-animation-6-2023-43223,0.078,6+
Penguin Family Snow Adventure Expansion Set,13.99,228,https://www.lego.com/en-us/product/penguin-family-snow-adventure-expansion-set-71430,0.061,7+
Nabbit at Toad's Shop Expansion Set,13.99,230,https://www.lego.com/en-us/product/nabbit-at-toads-shop-expansion-set-71429,0.061,7+
The Animal Sanctuary,15.99,206,https://www.lego.com/en-us/product/the-animal-sanctuary-21253,0.078,7+
Dorrie's Sunken Shipwreck Adventure Expansion Set,31.49,500,https://www.lego.com/en-us/product/dorries-sunken-shipwreck-adventure-expansion-set-71432,0.063,7+
Yoshis' Egg-cellent Forest Expansion Set,7.99,107,https://www.lego.com/en-us/product/tbd-super-mario-2024-1-71428,0.075,6+
Spidey vs. Green Goblin,15.99,84,https://www.lego.com/en-us/product/spidey-vs-green-goblin-10793,0.19,4+
Hamster Playground,13.99,167,https://www.lego.com/en-us/product/hamster-playground-42601,0.084,6+
Mateo's Off-Road Car,7.99,94,https://www.lego.com/en-us/product/mateos-off-road-car-71471,0.085,7+
Arin's Rising Dragon Strike,7.99,27,https://www.lego.com/en-us/product/arins-rising-dragon-strike-71803,0.296,6+
Creative Vehicles,24.49,390,https://www.lego.com/en-us/product/creative-vehicles-80050,0.063,6+
Motorcycle Chase: Spider-Man vs. Doc Ock,7.99,77,https://www.lego.com/en-us/product/motorcycle-chase-spider-man-vs-doc-ock-76275,0.104,6+
LEGO® Friends Advent Calendar 2024,26.39,272,https://www.lego.com/en-us/product/advent-calendar-2024-42637,0.097,6+
